chrom	start	end	value
Fvb3	15493403	15493502	0.256302521
Fvb3	15540403	15540502	0.410989011
Fvb3	15656103	15656202	-0.261261261
Fvb3	15740203	15740302	-0.235386549
Fvb3	15779203	15779302	-0.210526316
Fvb3	16201203	16201302	-0.267808219
Fvb3	16356203	16356302	-0.362820513
Fvb3	16402803	16402902	0.211538462
Fvb3	16451403	16451502	0.322920323
Fvb3	16636703	16636802	-0.258305338
Fvb3	16646403	16646502	-0.228316327
Fvb3	16931103	16931202	0.243373494
Fvb3	16975403	16975502	0.237980769
Fvb3	17008303	17008402	-0.204761905
Fvb3	17029703	17029802	0.222222222
Fvb3	17096803	17096902	-0.352766798
Fvb3	17122003	17122102	-0.32295082
Fvb3	17122103	17122202	-0.276199034
Fvb3	17269403	17269502	0.321237586
Fvb3	17332603	17332702	-0.289285714
Fvb3	17546903	17547002	-0.217032967
Fvb3	17765303	17765402	-0.300137363
Fvb3	17767003	17767102	-0.259798634
Fvb3	17800703	17800802	-0.277920962
Fvb3	18045603	18045702	-0.272896991
Fvb3	18361003	18361102	-0.300534188
Fvb3	18615503	18615602	-0.281261459
Fvb3	18725903	18726002	0.218196457
Fvb3	18857903	18858002	0.308823529
Fvb3	19062403	19062502	-0.274793388
Fvb3	19113303	19113402	-0.251551644
Fvb3	19113403	19113502	-0.212079616
Fvb3	19305903	19306002	-0.238453276
Fvb3	19317703	19317802	-0.218535722
Fvb3	19724903	19725002	-0.259118541
Fvb3	19885103	19885202	-0.203883495
Fvb3	19919703	19919802	-0.298449612
Fvb3	20048303	20048402	0.282947567
Fvb3	20076503	20076602	0.281152378
Fvb3	20259003	20259102	0.20483871
Fvb3	20259903	20260002	-0.204441328
Fvb3	20263403	20263502	0.279395604
Fvb3	20361203	20361302	-0.228233382
Fvb3	20787403	20787502	0.406726124
Fvb3	20838203	20838302	-0.205816304
Fvb3	20991203	20991302	-0.221276596
Fvb3	21219503	21219602	0.393327212
Fvb3	21517003	21517102	-0.201038961
Fvb3	21517103	21517202	-0.215168154
Fvb3	21857603	21857702	0.201550388
Fvb3	21888803	21888902	-0.304381847
Fvb3	21970403	21970502	-0.222222222
Fvb3	22012603	22012702	0.266483516
Fvb3	22469503	22469602	-0.348484848
Fvb3	22653303	22653402	-0.233172057
Fvb3	22756503	22756602	-0.241640543
Fvb3	22867903	22868002	-0.275
Fvb3	22918703	22918802	-0.315351315
Fvb3	22978703	22978802	-0.221621117
Fvb3	23034003	23034102	-0.324884793
Fvb3	23171903	23172002	-0.210908477
Fvb3	23282803	23282902	-0.219258295
Fvb3	23395803	23395902	0.412280702
Fvb3	23502003	23502102	-0.224053123
Fvb3	23553203	23553302	-0.249031088
Fvb3	23848703	23848802	0.219285567
Fvb3	24652703	24652802	-0.228205128
Fvb3	24696603	24696702	0.317765568
Fvb3	25213103	25213202	-0.252539913
Fvb3	25250903	25251002	-0.210526316
Fvb3	25604103	25604202	-0.247301587
Fvb3	25706203	25706302	0.396666667
Fvb3	25706303	25706402	0.635906359
Fvb3	25706403	25706502	0.414793328
Fvb3	25777303	25777402	-0.223538306
Fvb3	25790303	25790402	0.253408917
Fvb3	25892703	25892802	-0.315934066
Fvb3	25899303	25899402	-0.21312616
Fvb3	26062003	26062102	-0.270669291
Fvb3	26533203	26533302	0.297741644
Fvb3	26801103	26801202	-0.239592969
Fvb3	26941403	26941502	0.222117893
Fvb3	26961803	26961902	-0.34
Fvb3	27089503	27089602	-0.288461538
Fvb3	27235903	27236002	0.208333333
Fvb3	27258603	27258702	-0.211612903
Fvb3	27359003	27359102	-0.280172414
Fvb3	27363303	27363402	-0.242352941
Fvb3	27718003	27718102	-0.231620039
Fvb3	28012103	28012202	-0.220895522
Fvb3	28083503	28083602	-0.206571506
Fvb3	28090703	28090802	-0.210181452
Fvb3	28181303	28181402	0.208430458
Fvb3	28208303	28208402	-0.220329025
Fvb3	28293403	28293502	0.322128852
Fvb3	28814103	28814202	0.330801688
Fvb3	28855003	28855102	-0.337815126
Fvb3	28876603	28876702	-0.203790035
Fvb3	28878703	28878802	-0.220588235
Fvb3	29131803	29131902	-0.52
Fvb3	29180503	29180602	-0.240677966
Fvb3	29228003	29228102	-0.263477416
Fvb3	29504603	29504702	-0.24198371
Fvb3	29792103	29792202	0.215296804
Fvb3	29874403	29874502	-0.286805556
Fvb3	29952603	29952702	-0.257440476
Fvb3	30061403	30061502	0.267908585
Fvb3	30146503	30146602	-0.205691057
Fvb3	30292203	30292302	0.23853211
Fvb3	30318803	30318902	-0.247982392
Fvb3	30343903	30344002	-0.274475524
Fvb3	30456303	30456402	-0.266227181
Fvb3	30465003	30465102	-0.402439024
Fvb3	30685703	30685802	-0.237251402
Fvb3	30930003	30930102	-0.209926471
Fvb3	31046303	31046402	0.230752212
Fvb3	31083203	31083302	-0.214882943
Fvb3	31234203	31234302	-0.217171717
Fvb3	31255903	31256002	0.31375
Fvb3	31264903	31265002	-0.223973727
Fvb3	31800303	31800402	0.263684704
Fvb3	31856203	31856302	-0.342555995
Fvb3	32149603	32149702	0.216596639
Fvb3	32364803	32364902	-0.30505279
Fvb3	32412803	32412902	-0.380136986
Fvb3	32444603	32444702	-0.204099822
Fvb3	32575303	32575402	-0.314156946
Fvb3	32588003	32588102	0.246218487
Fvb3	32652403	32652502	0.293333333
Fvb3	32768203	32768302	-0.327360829
Fvb3	32919103	32919202	-0.314814815
Fvb3	32993703	32993802	0.35
Fvb3	33030703	33030802	0.233106338
Fvb3	33092403	33092502	0.38
Fvb3	33121103	33121202	0.371266428
Fvb3	33121403	33121502	0.492592593
Fvb3	33178503	33178602	-0.450849202
Fvb3	33181403	33181502	-0.253401361
Fvb3	33228703	33228802	0.297085807
Fvb3	33343603	33343702	-0.279411765
Fvb3	33379303	33379402	-0.219634703
Fvb3	33615603	33615702	-0.440087146
Fvb3	33624203	33624302	-0.256701632
Fvb3	33727803	33727902	-0.280051151
Fvb3	33788303	33788402	-0.226120858
Fvb3	33793603	33793702	-0.270532099
Fvb3	33794103	33794202	0.214782609
Fvb3	33845103	33845202	0.290447761
Fvb3	33937603	33937702	-0.208348359
Fvb3	34034403	34034502	-0.266917293
Fvb3	34072403	34072502	-0.390687361
Fvb3	34104003	34104102	0.204758128
Fvb3	34117203	34117302	-0.248051948
Fvb3	34162203	34162302	-0.352272727
Fvb3	34179903	34180002	-0.292640693
Fvb3	34187203	34187302	0.318229557
Fvb3	34193203	34193302	-0.327635328
Fvb3	34214603	34214702	-0.25
Fvb3	34236703	34236802	0.270573945
Fvb3	34691503	34691602	-0.295934959
Fvb3	34702703	34702802	-0.270588235
Fvb3	34719803	34719902	-0.206062903
Fvb3	34770103	34770202	-0.219736842
Fvb3	34938703	34938802	0.230075188
Fvb3	35001603	35001702	-0.245821507
Fvb3	35058303	35058402	0.205807201
Fvb3	35076903	35077002	-0.341218925
Fvb3	35268003	35268102	0.213233518
Fvb3	35384503	35384602	0.252055197
Fvb3	35625903	35626002	-0.281412046
Fvb3	35664603	35664702	0.252003205
Fvb3	35711503	35711602	-0.216915995
Fvb3	35869203	35869302	0.248946629
Fvb3	36120403	36120502	-0.433908046
Fvb3	36130103	36130202	-0.355502008
Fvb3	36149503	36149602	-0.213084112
Fvb3	36342803	36342902	0.2105919
Fvb3	36351403	36351502	0.293756968
Fvb3	36618703	36618802	-0.217213496
Fvb3	36656903	36657002	-0.209492635
Fvb3	36734003	36734102	0.330065359
Fvb3	36933803	36933902	-0.245989305
Fvb3	37194403	37194502	-0.224140923
Fvb3	37238003	37238102	0.203120334
Fvb3	37262503	37262602	0.337606838
Fvb3	37356003	37356102	0.265512266
Fvb3	37478003	37478102	0.255317147
Fvb3	37507103	37507202	-0.218095238
Fvb3	37582003	37582102	-0.304249548
Fvb3	37600503	37600602	-0.380851064
Fvb3	37603003	37603102	0.25
Fvb3	37711603	37711702	0.203571429
Fvb3	37713803	37713902	-0.248478702
Fvb3	37936903	37937002	0.2
Fvb3	37937103	37937202	0.387908208
Fvb3	38032003	38032102	-0.266397125
Fvb3	38112303	38112402	-0.306451613
Fvb3	38244903	38245002	-0.232330643
Fvb4	367103	367202	-0.284210526
Fvb4	476403	476502	0.327083333
Fvb4	628303	628402	-0.215384615
Fvb4	636203	636302	-0.20969697
Fvb4	756303	756402	0.239010989
Fvb4	973003	973102	-0.248909091
Fvb4	1333603	1333702	0.354226804
Fvb4	1682003	1682102	-0.225183211
Fvb4	1983203	1983302	-0.22127023
Fvb4	2136503	2136602	0.315068493
Fvb4	2146103	2146202	0.354497354
Fvb4	2192003	2192102	-0.351507767
Fvb4	2293503	2293602	0.218541549
Fvb4	2393303	2393402	-0.208064516
Fvb4	2774803	2774902	0.334302976
Fvb4	2815203	2815302	0.340909091
Fvb4	3039203	3039302	-0.213127413
Fvb4	3082203	3082302	-0.382142857
Fvb4	3187003	3187102	0.226785714
Fvb4	3627603	3627702	-0.292755138
Fvb4	3641903	3642002	0.295497186
Fvb4	3649703	3649802	-0.210526316
Fvb4	3746703	3746802	0.334158416
Fvb4	3937403	3937502	0.386421551
Fvb4	4104703	4104802	-0.310457516
Fvb4	4528603	4528702	-0.323863636
Fvb4	4625203	4625302	-0.340659341
Fvb4	4709903	4710002	-0.3625
Fvb4	4721703	4721802	0.30620155
Fvb4	4851303	4851402	0.34
Fvb4	4883903	4884002	-0.289685737
Fvb4	5083803	5083902	0.30320197
Fvb4	5129703	5129802	-0.262508122
Fvb4	5236503	5236602	-0.207983193
Fvb4	5469303	5469402	-0.324353448
Fvb4	5611903	5612002	-0.367804878
Fvb4	5706803	5706902	0.230769231
Fvb4	5734203	5734302	0.240495392
Fvb4	5738803	5738902	-0.204878049
Fvb4	5906903	5907002	-0.210475078
Fvb4	5981203	5981302	-0.200459653
Fvb4	6000603	6000702	-0.204464739
Fvb4	6254703	6254802	-0.38961039
Fvb4	6258003	6258102	-0.319093287
Fvb4	6293003	6293102	-0.286115007
Fvb4	6543903	6544002	-0.304945055
Fvb4	6671703	6671802	-0.337349398
Fvb4	6680103	6680202	0.212121212
Fvb4	6685803	6685902	0.312047101
Fvb4	6820203	6820302	0.215686275
Fvb4	7001403	7001502	-0.340740741
Fvb4	7147403	7147502	0.283333333
Fvb4	7186303	7186402	-0.20137931
Fvb4	7741103	7741202	0.379537954
Fvb4	7896503	7896602	-0.20969697
Fvb4	8405203	8405302	-0.332374101
Fvb4	8423803	8423902	-0.230382775
Fvb4	8630203	8630302	-0.223058502
Fvb4	8640903	8641002	-0.203824627
Fvb4	9027703	9027802	0.222953409
Fvb4	9271903	9272002	0.221413502
Fvb4	9483203	9483302	-0.391080617
Fvb4	9500503	9500602	-0.305964912
Fvb4	9641403	9641502	-0.235934664
Fvb4	9943903	9944002	-0.348985507
Fvb4	10594703	10594802	0.268857356
Fvb4	10678003	10678102	-0.211161388
Fvb4	10803703	10803802	0.260816255
Fvb4	11011503	11011602	0.273203849
Fvb4	11076503	11076602	-0.305855856
Fvb4	11389803	11389902	0.332681018
Fvb4	11575103	11575202	-0.275601639
Fvb4	11670403	11670502	0.246198087
Fvb4	11762203	11762302	0.235714286
Fvb4	11818303	11818402	-0.210526316
Fvb4	12268903	12269002	-0.224468989
Fvb4	12512703	12512802	-0.202470294
Fvb4	12734503	12734602	-0.289325843
Fvb4	12772103	12772202	-0.201401773
Fvb4	12979003	12979102	0.243396226
Fvb4	13095003	13095102	-0.238302934
Fvb4	13168903	13169002	0.312354312
Fvb4	13388803	13388902	-0.254945055
Fvb4	13661303	13661402	-0.28
Fvb4	13744203	13744302	-0.284539474
Fvb4	13998103	13998202	-0.283783784
Fvb4	14190303	14190402	0.360294118
Fvb4	14199803	14199902	-0.255609756
Fvb4	14359403	14359502	0.252128211
Fvb4	14399803	14399902	0.203715776
Fvb4	14476103	14476202	-0.299084298
Fvb4	14657503	14657602	-0.287088312
Fvb4	14657603	14657702	-0.235604462
Fvb4	14687803	14687902	-0.212550607
Fvb4	15134703	15134802	-0.557575758
Fvb4	15214603	15214702	-0.312864186
Fvb4	15371403	15371502	-0.264705882
Fvb4	15492603	15492702	-0.237352737
Fvb4	15710803	15710902	0.258885942
Fvb4	15827303	15827402	-0.200589971
Fvb4	15858903	15859002	0.272727273
Fvb4	15903203	15903302	0.268656716
Fvb4	16020703	16020802	-0.283687943
Fvb4	16086903	16087002	0.270220588
Fvb4	16098403	16098502	-0.288571429
Fvb4	16286303	16286402	0.250956755
Fvb4	16422203	16422302	-0.214245014
Fvb4	16771203	16771302	-0.243697479
Fvb4	16803203	16803302	-0.304824561
Fvb4	16815303	16815402	0.327272727
Fvb4	16870003	16870102	-0.416666667
Fvb4	16905103	16905202	-0.321428571
Fvb4	16910203	16910302	-0.209162663
Fvb4	16919703	16919802	-0.324183007
Fvb4	16938803	16938902	-0.377142857
Fvb4	16940703	16940802	0.286147903
Fvb4	16997503	16997602	0.204588255
Fvb4	17011603	17011702	-0.227272727
Fvb4	17036703	17036802	-0.266726944
Fvb4	17036803	17036902	-0.343076923
Fvb4	17184803	17184902	0.319587629
Fvb4	17337703	17337802	-0.380782313
Fvb4	17502503	17502602	0.293517145
Fvb4	17545703	17545802	-0.201923077
Fvb4	17677703	17677802	-0.210488194
Fvb4	17697603	17697702	-0.375681405
Fvb4	17697703	17697802	-0.414893617
Fvb4	17732803	17732902	0.278431373
Fvb4	17860503	17860602	-0.214175485
Fvb4	18007103	18007202	-0.31834083
Fvb4	18044403	18044502	-0.230718523
Fvb4	18305503	18305602	-0.218428216
Fvb4	18305603	18305702	-0.295293283
Fvb4	18305703	18305802	-0.279299014
Fvb4	18406603	18406702	0.233913043
Fvb4	18631003	18631102	-0.387012987
Fvb4	18671403	18671502	-0.203125
Fvb4	18822503	18822602	0.304278075
Fvb4	18892503	18892602	-0.210526316
Fvb4	19405403	19405502	0.233125
Fvb4	19496903	19497002	-0.27505618
Fvb4	19638003	19638102	-0.207698608
Fvb4	19640303	19640402	-0.211428571
Fvb4	19653603	19653702	0.311131957
Fvb4	19797103	19797202	-0.283828383
Fvb4	20041703	20041802	-0.362838915
Fvb4	20328103	20328202	-0.214824391
Fvb4	20606703	20606802	-0.377257525
Fvb4	20615403	20615502	-0.233825944
Fvb4	20757503	20757602	-0.301587302
Fvb4	20965503	20965602	0.244129555
Fvb4	21069503	21069602	0.249009621
Fvb4	21267703	21267802	0.477987421
Fvb4	21571103	21571202	0.295774648
Fvb4	21639103	21639202	-0.232961222
Fvb4	21712303	21712402	-0.329410055
Fvb4	21817803	21817902	0.233082707
Fvb4	21896403	21896502	-0.281668311
Fvb4	21951703	21951802	-0.222222222
Fvb4	22088703	22088802	0.330680813
Fvb4	22119003	22119102	0.237510238
Fvb4	22126103	22126202	-0.294881398
Fvb4	22254903	22255002	0.263015551
Fvb4	22262303	22262402	-0.493589744
Fvb4	22346903	22347002	-0.217361111
Fvb4	22371903	22372002	-0.288235294
Fvb4	22438603	22438702	0.215135357
Fvb4	22497803	22497902	0.216304076
Fvb4	22677903	22678002	0.325156325
Fvb4	22692703	22692802	0.369090909
Fvb4	22796903	22797002	-0.242424242
Fvb4	22807903	22808002	-0.308815858
Fvb4	22810103	22810202	0.246157923
Fvb4	22832803	22832902	0.410377358
Fvb4	23039603	23039702	-0.246426529
Fvb4	23240203	23240302	-0.205128205
Fvb4	23261203	23261302	-0.231707317
Fvb4	23397903	23398002	-0.482667309
Fvb4	23409503	23409602	-0.347983871
Fvb4	23409603	23409702	-0.217040178
Fvb4	23853603	23853702	-0.238514174
Fvb4	23872303	23872402	-0.214917826
Fvb4	23883703	23883802	-0.233343444
Fvb4	23892403	23892502	-0.334670232
Fvb4	23892503	23892602	-0.457196845
Fvb4	24174003	24174102	0.272049689
Fvb4	24175103	24175202	0.340053763
Fvb4	24344303	24344402	-0.203697162
Fvb4	24523703	24523802	-0.417021277
Fvb4	24568903	24569002	0.268065268
Fvb4	24575603	24575702	0.374782609
Fvb4	24778703	24778802	-0.341880342
Fvb4	25316503	25316602	-0.223544974
Fvb4	25627503	25627602	0.341911765
Fvb4	25821603	25821702	-0.203895719
Fvb4	25990803	25990902	-0.21606307
Fvb4	26124603	26124702	0.294358974
Fvb4	26156703	26156802	0.203289083
Fvb4	26183803	26183902	0.282026144
Fvb4	26221103	26221202	0.217023173
Fvb4	26267203	26267302	-0.220368745
Fvb4	26287803	26287902	-0.254571312
Fvb4	26293703	26293802	0.209760274
Fvb4	26294503	26294602	-0.251879699
Fvb4	26296603	26296702	-0.262733447
Fvb4	26302203	26302302	-0.355555556
Fvb4	26388803	26388902	-0.341555977
Fvb4	26427003	26427102	0.258130081
Fvb4	26529403	26529502	-0.282720178
Fvb4	26652203	26652302	-0.213939394
Fvb4	26799203	26799302	0.29652391
Fvb4	27209003	27209102	-0.305232558
Fvb4	27403803	27403902	-0.266119221
Fvb4	27403903	27404002	-0.219509451
Fvb4	27507703	27507802	0.232894212
Fvb4	27813003	27813102	0.340583554
Fvb4	27930303	27930402	-0.331675708
Fvb4	27991103	27991202	-0.250870406
Fvb4	28075503	28075602	-0.344224924
Fvb4	28181203	28181302	0.335061827
Fvb4	28471603	28471702	-0.221316614
Fvb4	28683603	28683702	-0.225225225
Fvb4	28724503	28724602	0.450046253
Fvb4	28846603	28846702	-0.246153846
Fvb4	28974403	28974502	-0.2060459
Fvb4	29189903	29190002	0.322478992
Fvb4	29422903	29423002	-0.205811512
Fvb4	29534203	29534302	-0.342307692
Fvb4	29608103	29608202	0.263398693
Fvb4	29709703	29709802	-0.220143684
Fvb4	29811003	29811102	-0.322580645
Fvb4	30013603	30013702	0.270588235
Fvb4	30232203	30232302	-0.314414414
Fvb4	30233303	30233402	0.335686778
Fvb4	30329803	30329902	-0.399305556
Fvb4	30336303	30336402	-0.294871795
Fvb4	30423003	30423102	0.203640056
Fvb4	30467103	30467202	0.223577236
Fvb4	30637703	30637802	-0.233697508
Fvb4	30668403	30668502	0.265151515
Fvb4	30702303	30702402	-0.264808362
Fvb4	30744903	30745002	0.262894828
Fvb4	30761303	30761402	0.214285714
Fvb4	30921003	30921102	0.273568075
Fvb4	31015003	31015102	-0.205426357
Fvb4	31053603	31053702	-0.204761905
Fvb4	31130603	31130702	-0.209507883
Fvb4	31166003	31166102	-0.244937695
Fvb4	31229303	31229402	-0.328063241
Fvb4	31257903	31258002	0.217165899
Fvb4	31322803	31322902	0.389207807
Fvb4	31413003	31413102	-0.239732806
Fvb4	31441803	31441902	-0.300273598
Fvb4	31519603	31519702	0.336858805
Fvb4	31522703	31522802	-0.216720779
Fvb4	31655103	31655202	0.211901306
Fvb4	31823903	31824002	-0.287414966
Fvb4	31830703	31830802	0.241925065
Fvb4	31985403	31985502	-0.335664336
Fvb4	32040103	32040202	0.269117647
Fvb4	32234903	32235002	0.356521739
Fvb4	32283603	32283702	-0.336940837
Fvb4	32339703	32339802	0.245320197
Fvb4	32367603	32367702	-0.435739437
Fvb4	32452403	32452502	-0.234511435
Fvb4	32560103	32560202	0.333986928
Fvb4	32614503	32614602	-0.39757085
Fvb4	32619803	32619902	0.244615385
Fvb4	32924603	32924702	0.2
Fvb4	32988503	32988602	0.228896104
Fvb4	33076403	33076502	0.233611135
Fvb4	33157303	33157402	-0.250124938
Fvb4	33171903	33172002	0.200038767
Fvb4	33353703	33353802	-0.289173789
Fvb4	33382603	33382702	-0.301772764
Fvb4	33486803	33486902	0.21875
Fvb4	33554303	33554402	0.419924338
Fvb4	33620903	33621002	-0.272
Fvb5	42603	42702	-0.248598131
Fvb5	714903	715002	-0.23538961
Fvb5	759503	759602	0.23015873
Fvb5	790803	790902	0.353726363
Fvb5	971103	971202	-0.224162208
Fvb5	1094703	1094802	-0.219262295
Fvb5	1101503	1101602	0.239024982
Fvb5	1123903	1124002	-0.27003367
Fvb5	1129903	1130002	-0.448275862
Fvb5	1169503	1169602	-0.297787862
Fvb5	1583203	1583302	-0.213560432
Fvb5	1737403	1737502	-0.214953271
Fvb5	1843903	1844002	0.205555556
Fvb5	1888103	1888202	0.274250725
Fvb5	1956303	1956402	-0.213963964
Fvb5	1977703	1977802	-0.210844893
Fvb5	2231203	2231302	0.219047619
Fvb5	2264303	2264402	-0.286829268
Fvb5	2332903	2333002	-0.218694097
Fvb5	2653003	2653102	-0.352643678
Fvb5	2671503	2671602	0.226455479
Fvb5	2736803	2736902	-0.321428571
Fvb5	2789803	2789902	-0.32745098
Fvb5	2899303	2899402	0.290213178
Fvb5	3148903	3149002	-0.220670996
Fvb5	3241503	3241602	-0.220328283
Fvb5	3297603	3297702	0.305882353
Fvb5	3353803	3353902	-0.215181772
Fvb5	3354503	3354602	0.273417722
Fvb5	3500803	3500902	-0.299846626
Fvb5	3568403	3568502	-0.221558768
Fvb5	3770403	3770502	-0.301649647
Fvb5	3841003	3841102	-0.396
Fvb5	4159003	4159102	-0.212121212
Fvb5	4221003	4221102	-0.217738258
Fvb5	4327803	4327902	0.274356103
Fvb5	4527503	4527602	0.27173913
Fvb5	4612403	4612502	0.285823171
Fvb5	4621203	4621302	-0.319852941
Fvb5	4637703	4637802	0.290681306
Fvb5	4815503	4815602	0.209715923
Fvb5	4825103	4825202	0.279503106
Fvb5	4871303	4871402	0.204524887
Fvb5	4881303	4881402	0.241636142
Fvb5	4896103	4896202	-0.212987013
Fvb5	4949403	4949502	-0.2859375
Fvb5	4974503	4974602	0.317368421
Fvb5	5053903	5054002	-0.204365079
Fvb5	5101403	5101502	-0.330769231
Fvb5	5377403	5377502	-0.238372093
Fvb5	5508803	5508902	-0.270329191
Fvb5	5602703	5602802	0.273333333
Fvb5	5793803	5793902	-0.323496966
Fvb5	5807203	5807302	0.359504132
Fvb5	5897903	5898002	0.209126467
Fvb5	6032403	6032502	0.309294872
Fvb5	6081303	6081402	-0.291666667
Fvb5	6081403	6081502	-0.228928081
Fvb5	6081603	6081702	-0.224297573
Fvb5	6162503	6162602	-0.203124572
Fvb5	6220803	6220902	0.2566313
Fvb5	6253803	6253902	-0.25
Fvb5	6395203	6395302	0.297743056
Fvb5	6398603	6398702	-0.41
Fvb5	6480803	6480902	-0.28697479
Fvb5	6500803	6500902	0.201765448
Fvb5	6716103	6716202	-0.23989899
Fvb5	6748803	6748902	0.333
Fvb5	6754603	6754702	0.259652292
Fvb5	6813003	6813102	0.30064006
Fvb5	6818603	6818702	-0.321969697
Fvb5	6836303	6836402	-0.272222222
Fvb5	6911403	6911502	-0.207792208
Fvb5	6948003	6948102	-0.207175926
Fvb5	7047303	7047402	0.221504962
Fvb5	7144803	7144902	-0.330514074
Fvb5	7175403	7175502	-0.337662338
Fvb5	7258803	7258902	0.227454699
Fvb5	7354403	7354502	-0.400530504
Fvb5	7376203	7376302	-0.374329502
Fvb5	7543403	7543502	-0.315
Fvb5	7543503	7543602	-0.284785933
Fvb5	7548903	7549002	0.307692308
Fvb5	7559003	7559102	0.37173913
Fvb5	7605603	7605702	-0.226950355
Fvb5	7648903	7649002	0.321682068
Fvb5	7652903	7653002	-0.213430716
Fvb5	7682703	7682802	0.326530612
Fvb5	7787103	7787202	0.227463312
Fvb5	7796103	7796202	0.253872054
Fvb5	7818203	7818302	-0.208477237
Fvb5	7845203	7845302	0.368421053
Fvb5	7938503	7938602	0.442559046
Fvb5	7969803	7969902	-0.369090909
Fvb5	7983603	7983702	0.45952381
Fvb5	8089003	8089102	-0.283913401
Fvb5	8103303	8103402	-0.257142857
Fvb5	8250203	8250302	-0.226785714
Fvb5	8420503	8420602	-0.314363144
Fvb5	8426803	8426902	0.241226732
Fvb5	8456903	8457002	-0.282636934
Fvb5	8507403	8507502	-0.338942308
Fvb5	8572403	8572502	-0.415816327
Fvb5	8585203	8585302	-0.359946237
Fvb5	8692503	8692602	-0.23552806
Fvb5	8830203	8830302	0.267316017
Fvb5	8840403	8840502	0.288135593
Fvb5	8841103	8841202	-0.251708704
Fvb5	8873303	8873402	-0.242548435
Fvb5	8889503	8889602	-0.21748366
Fvb5	8891603	8891702	-0.244990893
Fvb5	8896103	8896202	-0.27583047
Fvb5	8988703	8988802	0.244047619
Fvb5	9068503	9068602	-0.337145969
Fvb5	9073203	9073302	-0.27991453
Fvb5	9120303	9120402	-0.217349629
Fvb5	9133003	9133102	-0.253540373
Fvb5	9139203	9139302	-0.2591857
Fvb5	9221603	9221702	-0.405660377
Fvb5	9246903	9247002	-0.236114067
Fvb5	9257003	9257102	0.231372549
Fvb5	9295703	9295802	0.221212121
Fvb5	9305303	9305402	-0.208155524
Fvb5	9314103	9314202	-0.455555556
Fvb5	9353403	9353502	-0.31826087
Fvb5	9465103	9465202	-0.356060606
Fvb5	9601603	9601702	-0.234816248
Fvb5	9618003	9618102	-0.216750032
Fvb5	9642703	9642802	-0.273504274
Fvb5	9819203	9819302	-0.260465116
Fvb5	9893903	9894002	-0.251984127
Fvb5	9969903	9970002	-0.23070761
Fvb5	10159203	10159302	0.247644928
Fvb5	10318603	10318702	0.324183007
Fvb5	10401003	10401102	-0.243178049
Fvb5	10430503	10430602	-0.231481481
Fvb5	11188803	11188902	-0.250874563
Fvb5	11266303	11266402	0.272309533
Fvb5	11307503	11307602	-0.236270335
Fvb5	11485603	11485702	-0.310119048
Fvb5	11513203	11513302	0.370689655
Fvb5	11521503	11521602	-0.420454545
Fvb5	11619303	11619402	0.364171123
Fvb5	11619803	11619902	0.298272358
Fvb5	11705903	11706002	-0.307894737
Fvb5	11752203	11752302	-0.347980042
Fvb5	11821403	11821502	0.222686567
Fvb5	11870003	11870102	0.396825397
Fvb5	12156603	12156702	0.237090042
Fvb5	12471503	12471602	0.246108664
Fvb5	12695003	12695102	-0.205396698
Fvb5	12813703	12813802	0.230564944
Fvb5	13015403	13015502	0.302727273
Fvb5	13021403	13021502	-0.319923372
Fvb5	13091603	13091702	0.278246553
Fvb5	13303003	13303102	-0.223290598
Fvb5	13473803	13473902	-0.225318018
Fvb5	13527303	13527402	-0.225885226
Fvb5	13537203	13537302	-0.429951691
Fvb5	13654303	13654402	-0.315403057
Fvb5	13665903	13666002	-0.210526316
Fvb5	13890303	13890402	-0.320556946
Fvb5	13919503	13919602	-0.271939528
Fvb5	14041403	14041502	0.245793269
Fvb5	14110503	14110602	0.288235294
Fvb5	14114903	14115002	-0.213358221
Fvb5	14115803	14115902	-0.248179041
Fvb5	14260103	14260202	-0.261111111
Fvb5	14295903	14296002	0.455555556
Fvb5	14437003	14437102	0.377429467
Fvb5	14494703	14494802	-0.209019461
Fvb5	14751103	14751202	-0.216496516
Fvb5	14912003	14912102	0.214742015
Fvb5	14976603	14976702	-0.3125
Fvb5	15046603	15046702	-0.270167127
Fvb5	15046703	15046802	-0.286111111
Fvb5	15195703	15195802	-0.20527307
Fvb5	15221703	15221802	0.207889126
Fvb5	15321503	15321602	-0.297115385
Fvb5	15365103	15365202	0.217687075
Fvb5	15773603	15773702	-0.313380282
Fvb5	15821003	15821102	0.271883289
Fvb5	15860403	15860502	0.221736159
Fvb5	15943203	15943302	-0.267857143
Fvb5	16073003	16073102	-0.28250591
Fvb5	16095403	16095502	0.210554466
Fvb5	16280103	16280202	0.219227478
Fvb5	16287903	16288002	0.222946545
Fvb5	16411503	16411602	-0.248973607
Fvb5	16411603	16411702	-0.27246604
Fvb5	16411703	16411802	-0.22157733
Fvb5	16441503	16441602	-0.523087852
Fvb5	16541903	16542002	0.208008658
Fvb5	16611703	16611802	0.219373219
Fvb5	16693203	16693302	-0.204040404
Fvb5	16708903	16709002	-0.322077922
Fvb5	16783003	16783102	0.214377407
Fvb5	16795103	16795202	0.360894156
Fvb5	16796303	16796402	0.220205479
Fvb5	16808403	16808502	0.270353982
Fvb5	16812403	16812502	0.246452577
Fvb5	16863303	16863402	-0.201257862
Fvb5	17449503	17449602	0.251058914
Fvb5	17517103	17517202	-0.216658376
Fvb5	17578503	17578602	0.279434851
